CNT,YEAR,gap_recomputed,avg_math_recomputed,avg_read_recomputed,avg_science_recomputed,avg_escs_recomputed,n_students_recomputed,q25_escs,q75_escs
KSV,2018,48.166569817805,367.95452261517715,355.4435871241279,366.3800064563048,-0.42302657117778325,1812,-1.0414281106146253,0.2382047173573928
KSV,2022,40.509639149018994,358.40744441830543,345.69684601015916,360.5396946521915,-0.295379462014582,1839,-0.9020764559626236,0.37156505004896123
LBN,2015,66.86021944596058,395.3823471126919,346.56033539971565,385.4918026175494,-0.6106883469297518,1766,-1.25529859670152,0.1434820618637841
LBN,2018,86.90652587507532,394.1522778737841,352.86894510208197,382.30298538419123,-0.59149190766318,1835,-1.3493961887465549,0.2534714567990379
LIE,2009,79.98786139165634,533.6882708621013,498.4257265840627,518.5017726624062,85.95963542386745,329,-0.5685242730545537,0.8061501980019806
LIE,2012,58.773768854868194,534.1762237632894,515.6951113933967,522.7468999170064,195.90636568818564,293,-0.27,1.0112748333333346
LTU,2009,86.99485978991379,476.97510815999095,469.49206575069724,492.51098121291136,106.59971233761318,1836,-0.7892183742739622,0.7576
LTU,2012,85.82784322326955,477.12321291902526,474.424555353944,493.5561905259064,81.05863027418147,1782,-0.9,0.68
LTU,2015,80.26710782152486,483.8634930981773,478.2124165446447,481.65466504612505,0.0009205109970945556,1838,-0.6465,0.7054641568315428
LTU,2018,95.57452932970904,491.9163103913885,486.7477056574462,491.8318394875114,0.11488753740879756,1853,-0.5669827302358718,0.83745924282855
LTU,2022,109.02520811085122,484.087084891712,479.72078974298637,492.7341343076873,0.15432606970150287,1852,-0.5275428118303411,0.8781352471505876
LUX,2009,104.61980410330125,488.3290699780236,473.4575637660632,484.3166029142818,164.1276522016795,1788,-0.5053690835376196,1.0873992024933519
LUX,2012,98.53996948062803,490.2900196706866,490.2315513970019,492.7874224536814,253.69105420128824,1807,-0.66,1.12
LUX,2015,127.43441168745619,488.6830036040059,486.2036950731959,486.9737320581324,0.15406238589631685,1802,-0.6502242985000046,1.088182683041994
LUX,2018,118.43763106271462,482.1622989893733,470.6539306443449,477.1858400010556,0.08165879393670301,1808,-0.7541259415338287,1.0062264104362098
LVA,2009,76.4072734228908,480.53475242425736,483.7118835046471,492.020435733522,27.936834426957457,1799,-0.821760090773704,0.6076912263681894
LVA,2012,71.30707897419205,491.5134448052839,489.1367837947917,505.0944473678324,164.94347005041917,1788,-0.9805838973458667,0.52
LVA,2015,62.00311204687688,481.85358276574885,487.8340677915048,490.09705991976904,-0.4297985385299532,1830,-1.2162442788509706,0.33156590462668173
LVA,2018,73.74404127576395,494.5030516598992,477.15977759389676,487.04493366146534,0.006858138078642086,1845,-0.658459395997953,0.699578574444475
LVA,2022,75.0091738396087,485.17292553979223,476.74653314278146,496.4009452118928,0.008296295073634842,1856,-0.6095850884547661,0.6727
MAC,2009,32.04818430851674,524.1362361136346,483.52092884340266,506.4512241487396,10.022353185045112,1864,-1.2652,-0.08780289999999863
MAC,2012,38.67528055830212,535.6075918271293,505.4062129878439,517.6141486010542,48.02196137190095,1845,-1.45,-0.28388400000001246
MAC,2015,42.45699046414052,543.1592928123018,504.8798252062409,525.6896972888504,-0.4755658164996142,1792,-1.0763013245000002,0.1161247549999998
MAC,2018,49.727537531244366,555.5341875565302,522.9949875507418,540.7938893529509,-0.4485084869848142,1753,-1.1353835982701743,0.2945964445000082
MAC,2022,51.280847517174266,551.1574702698024,509.52399187658835,542.0069273078186,-0.44200994986189307,2000,-1.0923947490000008,0.22058046500000086
MAR,2018,60.65366396379039,372.2874541007459,363.6610714594408,379.7679251933684,-1.7084750166740421,1860,-2.856393346602596,-0.6709484264578801
MAR,2022,69.28247211497262,372.25371600279897,345.24799033670166,370.67699392417694,-1.5501336324409842,1873,-2.590034512587021,-0.5152656730696932
MDA,2009,79.95164433988191,396.2942328900084,387.2111283142804,411.3989055851189,96.46712924969209,2000,-1.2462,0.12049490270202122
MDA,2015,88.26219253222217,422.67784657267464,419.7291966753509,431.3945097643002,-0.6623971765020403,1849,-1.2483791952469276,-0.019012210679454276
MDA,2018,104.69623991001623,423.1341261563806,426.8106679100751,430.29764458499307,-0.5606346012106945,1800,-1.222403451970698,0.15388515574498118
MDA,2022,90.76844847580304,421.0213015408751,416.8457383225999,424.63133039134465,-0.4295397115539534,1840,-1.1578497550616735,0.40979017374491056
MEX,2009,93.15609559583885,420.36616164117714,426.5914486899687,417.34707609290314,52.31842344651921,1979,-2.2315208684289356,-0.042686376937468434
MEX,2012,64.61042254027257,420.172888344427,432.94675751648504,420.11265311563625,58.77950595224114,1981,-1.89,0.01
MEX,2015,71.97933131307633,409.81092079304796,430.01418636801213,419.96955897404206,-1.1080570401519567,1882,-2.0196434684178524,-0.272046488053027
MEX,2018,70.63285444104133,411.4857994227162,425.40260200670366,420.59610806945636,-1.000529381211831,1851,-1.947701721675574,-0.0754312591359984
MEX,2022,63.381476469511995,401.8676816763283,425.32246943197015,417.1613857082729,-0.7884580658696888,1866,-1.7340910516008994,0.18862415722389497
MKD,2015,72.62671899394365,369.90770818130585,348.9906783125869,381.1771630607417,-0.2350435818132314,1833,-0.8522579552541331,0.4584575289800577
MKD,2018,84.35038641964775,398.8104222773014,396.5701260691156,415.5685754465033,-0.2649424822332568,1815,-0.9083192402607847,0.41665578958038413
MKD,2022,80.59742960477854,392.07601975122856,360.8508594621142,382.8854861170611,-0.2277461717260765,1854,-0.9016765493824049,0.5197788206592955
MLT,2009,63.08575365172743,478.9602489834482,460.76069436080843,480.14232301137616,325.11617578760166,1851,-0.5658542920223597,0.920121003382212
MLT,2015,87.8553585787538,486.7754477731295,455.6300813752768,472.8648256568431,0.008632863521825669,1763,-0.7095735132800827,0.7885001681395318
MLT,2018,76.04836003839648,481.01164286563755,457.4541770739726,466.0358079796105,0.16903329211694795,1750,-0.573497951183676,0.9298365788907931
MLT,2022,72.458391360154,474.0070996929605,453.95580149082167,473.8782131486009,0.09755653240283116,1702,-0.5828630161169749,0.8638072962313739
MNE,2009,70.71152194888748,402.99516450979326,406.20364846161357,401.3390025463665,66.96001110564859,1778,-0.918665944482059,0.45979322101353
MNE,2012,68.51269026896449,409.94534701511606,422.64848258630514,410.73834360019026,89.5617012075836,1800,-0.84,0.48
MNE,2015,47.33259585027167,416.6858736215817,427.6701380024903,410.4879097756833,-0.1718960432880235,1842,-0.7793861107063513,0.4565543413292414
MNE,2018,64.01604845091941,429.1205409783215,421.331217948475,415.6242321945895,-0.16766078022217792,1843,-0.7878183765000003,0.4954868334999998
MNE,2022,68.64277255683197,407.3758583915927,407.9195690327504,404.94549545615934,-0.21808077637180315,1807,-0.8357024945454576,0.4461022884882128
MNG,2022,94.81401206502625,426.6768685947364,378.77645809047004,413.2229160752916,-0.6525443184345014,1868,-1.4032125556756745,0.18778541621770614
MUS,2009,92.22264939423678,418.1841342362341,405.3755816008426,413.0443275938884,21.47458885592614,1822,-1.2013073893177888,0.0843
MYS,2009,67.870016698499,407.50978610311,416.93867335475903,425.60628148168644,19.334640121115015,1797,-1.1374,0.16011443754417873
MYS,2012,83.2427927616032,427.47534560476976,401.41513956366094,422.242746282039,30.9909998743718,1825,-1.31,0.12
MYS,2018,100.95006006521868,448.10022668587914,420.4927353387783,442.94027421571127,-0.6600174585332672,1833,-1.471371487162045,0.15482714206339682
MYS,2022,102.86528443331878,417.2336881722609,390.50519117611503,420.62102780388267,-0.5487850840425152,1861,-1.3683792655489386,0.3384
NLD,2009,81.8922786998159,525.0290124064145,508.73191732721165,522.343351704356,81.23349035480288,1796,-0.2956,0.9595883483896704
NLD,2012,71.21025922330904,524.249894300166,513.0014056822002,523.7941783756855,150.65530208934453,1855,-0.25,0.88
NLD,2015,75.79764269129697,511.15421710824177,501.15780877950635,506.8106571332754,0.15011025507853473,1831,-0.39080130532176033,0.7430317491258575
NLD,2018,86.0367614171002,520.6904331960939,489.7612959985288,505.7224830358883,0.28143583270021705,1783,-0.291850230414886,0.9360571978240367
NLD,2022,99.42344181037498,492.9475008798181,458.89201630794923,488.67033164555795,0.26969842719300136,1798,-0.2674739657265909,0.9503352032316527
NOR,2009,69.80782917616949,495.4011708572338,500.9124665479549,495.27951454272926,73.71743824197732,1800,-0.029,0.9755778034134892
NOR,2012,54.38072437939519,492.80588621074963,506.694665351269,497.5400101332638,226.1909122770194,1781,-0.04,1.06
NOR,2015,69.48121841754141,498.87854600411043,508.70769112220034,494.9715761866502,0.47396017599458096,1821,0.008501865124828607,1.0277864813364113
NOR,2018,70.2452161292274,503.5926220363492,503.41201250898786,493.86906057673974,0.5465650135393199,2000,0.04180708185268277,1.1234536232565597
NOR,2022,80.5396651060754,470.2570363394946,479.63891347786,480.6131401722046,0.5222253210198908,2000,-0.0116463433807568,1.1203180721274146
NZL,2009,95.54054417691736,524.2221994305218,525.4676726797712,535.0978926175267,207.32012689523967,1773,-0.3465425900107539,0.8171961036970327
NZL,2012,91.04513801770821,507.95398607025317,519.0751668590793,522.7977795533769,288.05229426856727,1785,-0.48,0.79
NZL,2015,90.77729965412851,505.7245897188946,520.6130386311896,525.5561243997352,0.21771790697106222,1770,-0.3261822666683686,0.8125848929081535
NZL,2018,91.7266515385623,501.1812330084032,511.520710154695,514.5857369671226,0.23807649679743617,1850,-0.4460163820176086,1.0028159990392616
NZL,2022,97.78133214033124,490.5652942141494,509.9331706438263,514.8030667281055,0.30549317807145665,1786,-0.2728326334965238,1.0001783888252704
PAN,2009,45.82164032919434,370.7928075269883,384.9089970538948,387.4119724631904,959.7949412007596,1814,-1.426685163060037,0.6963
PAN,2018,76.36433100932715,357.1589926271043,383.1022817983779,370.5802134900104,-0.9819827732739727,1836,-1.8614670989323654,0.0822326929649691
PAN,2022,77.11835267269765,362.36403040744744,399.4410855575972,394.9175580283969,-0.8216801802332915,1760,-1.6748246992350797,0.19817211319837327
PER,2009,119.91124467016175,381.4481580139914,386.0136696334918,386.3234546812176,61.87940613583957,1832,-1.9424220180322782,-0.1950449596883072
PER,2012,97.93629649454806,387.663979886521,403.99507395533993,390.1869634523128,46.57062937309542,1882,-1.73,-0.09
PER,2015,99.61388630759069,391.75523535479385,405.3802493273877,402.4511895630697,-1.0105357560242592,1846,-1.8415476832341193,-0.16034673396737392
PER,2018,90.84307060139179,405.02014590902985,406.24239264123224,407.6118990768577,-1.02918273272887,1830,-1.7675,-0.2555274660876445
PER,2022,88.41148196916924,395.76113894729156,412.6771309158132,412.6559827265971,-1.0634475529497613,1874,-1.8045453763225203,-0.2128262105384013
PHL,2018,80.59209457412322,363.3230776252675,352.34641092842594,366.6380305269225,-1.2072475058122218,1889,-1.8836226433151961,-0.4675052023741064
PHL,2022,45.057897671324156,368.46331580041755,366.8461457182041,373.12491181153536,-1.114594426560596,1907,-1.8761220096295796,-0.30920158885729554
POL,2009,87.44859452207692,496.3767699992694,502.1389460627813,508.96130491143316,115.35894963761469,1795,-0.8742188647526128,0.4105692134548979
POL,2012,103.55306725579771,520.1250296483672,521.4942128232838,529.0356857481868,149.71770284133757,1782,-0.864617868271333,0.77
POL,2015,82.45092158813856,508.401357089562,509.4756976383388,505.9441678840899,-0.3699593835308346,1817,-0.9993965286686138,0.2591704988311063
POL,2018,96.001000172911,522.6858226012722,518.652035899167,517.7076026786619,-0.07992379251862074,1802,-0.8319478274619146,0.6920596759020152
POL,2022,96.44752567908574,490.9636480167501,490.6998342227362,500.56023440101984,-0.07500551071483393,1830,-0.8599643101190315,0.7058737492177306
PRT,2009,106.58813917139992,497.3790951673275,499.5216584591113,500.9910848245352,25.644853281717758,1846,-1.1734378313727407,0.9515
PRT,2012,101.52667775560673,496.48525362474595,496.3794260172776,496.2949214711894,130.05873970636404,1843,-1.36,0.73
PRT,2015,102.70759265791548,501.305582094484,504.69397925828247,509.0556198046504,-0.2787710305018822,1861,-1.231363498880935,0.7758598425915185
PRT,2018,108.2057762932804,492.7794544939569,491.23487736049236,490.5076116270476,-0.35058242679221086,1829,-1.2799892322479174,0.7010728355033956
PRT,2022,115.59609178053142,471.6931584936322,474.0404300050065,482.5134791350448,-0.2228077567396428,1880,-1.1168551531850157,0.7665058542515156
PRY,2022,63.186710401864275,342.45455996717186,379.3457229546562,372.60015285340404,-1.19476525901553,1779,-2.23092259543497,-0.1145504895230971
PSE,2022,64.18305831277951,377.65831047593474,361.21863586615035,381.66382238849457,-0.7716043016147764,1875,-1.5365446429309206,0.06152495753976588
QAR,2015,105.57004650279714,459.67869489748466,479.8683560935685,479.0313590315492,0.0960280891117343,1404,-0.6744948291822813,1.0095582157729233
QAT,2009,49.60718996348942,384.29743894720997,386.0500518113867,392.4946220266413,184.01327998478584,1908,0.0189,1.150515318796578
QAT,2012,55.49496646888582,390.29017171342065,401.93431911000704,397.6336705142972,300.3049821864201,1933,0.02,1.12
QAT,2015,56.73866666164827,408.54549685340356,410.3465990382792,424.16908896647715,0.5918022196855316,1918,0.18004097237222358,1.1027091977500059
QAT,2018,68.63940524316945,416.4431598931149,407.5934105285609,420.3699761972753,0.3050115881869622,1946,-0.1334024057410592,0.83958383090334
QAT,2022,54.454355912870994,409.37831987184654,410.0991670238017,425.44543475307825,0.12670917681112917,1896,-0.3783947742008575,0.7170506394240218
QAZ,2018,47.4052841354856,419.1092126188513,388.7673087080667,397.6099834583484,-0.5283135762345886,1867,-1.192267732135287,0.19055840408417976
QAZ,2022,52.92884643083636,397.6392026029085,367.3696069011537,381.21385076266506,-0.47981862565168043,1857,-1.1421630413134163,0.24590135795683005
QCH,2015,100.7607499745863,530.9356261283825,493.10068002935316,517.4740600220201,-1.0634945462807102,1902,-1.8366081675454764,-0.35493819358273965
QCI,2018,77.37204197090534,590.2849532355743,555.1545223855921,589.4946849664307,-0.6781982074521056,1932,-1.5200243524270396,0.16806011366098517
QCN,2009,93.43586021575288,604.3860379224517,557.7017251679429,577.4546639869459,-0.4730450239090599,1797,-1.2412583009891955,0.3526
QCN,2012,96.10871415030283,619.806217319961,574.745322003789,584.3473308577268,37.53160431087016,1852,-0.9885062552609956,0.55
QES,2015,79.23328537715429,491.570233270954,503.2317400405936,500.00124512538576,-0.4119004492814522,1979,-1.3359939432439965,0.552597870759344
QHP,2009,38.163572474296814,340.88864893831675,319.85413571833755,326.1442601724686,659.2381593513296,1379,-2.0397,-0.29817415548946274
QMR,2018,51.39376077882247,495.15795758299686,486.52834759906693,485.5206433833845,0.3359568023529873,1995,-0.10646056674331394,0.8031761938345161
QRS,2012,72.19178215407157,484.77942341949216,483.25831964727433,481.2844527357469,59.59752779739928,1761,-0.66,0.49
QRT,2018,45.47267225620652,474.1547707009076,461.57985876902006,463.1888274793734,0.13542899598316877,2000,-0.4167517133480126,0.6759586692534789
QTN,2009,37.57995917565438,351.9412787349091,335.145111397898,347.3357309647258,842.8260680569642,1802,-2.4048,-0.5741
QUC,2015,88.1839255492589,501.3570877950417,528.5079199748517,530.8861890382113,0.2119656787498045,1624,-0.46899045520199245,0.9326372558942504
QUD,2015,84.64015828769004,378.7421462844239,410.7239314928404,403.12937441370667,-0.30394644958224687,1385,-0.9586777148258764,0.39970045766052376
QUE,2015,78.65522484988588,471.4774934283368,500.4400519106833,502.9585942514817,0.023088971667717118,1869,-0.6858504036035146,0.7722304336460365
QUR,2022,88.5340951860735,441.2302735915984,428.0387343274694,452.03967977310174,-0.33196760079421017,1749,-0.9816275369355335,0.34597335323173417
QVE,2009,105.4079336898264,389.6700000266179,412.9285123960756,413.55446408422915,489.78915343400854,1667,-0.9357773186288825,0.7976
ROU,2009,71.38018554778057,425.60448662301644,423.6683138442388,428.31715106377663,14.893835889003173,1792,-0.9068,0.2129376752697974
ROU,2012,95.15829504643568,447.32656260223666,440.1368654336512,439.4419813854523,43.846251316852246,1886,-1.01,0.22980217581269785
ROU,2015,81.18559466859892,443.68592087851226,433.45435273189815,435.3349491290675,-0.579069282149913,1806,-1.1204028530563608,-0.03043289868832108
ROU,2018,114.10116246104559,426.9711786425268,424.13198664159955,422.73119858423973,-0.46301924196437977,1846,-1.1384,0.2548743733040817
ROU,2022,128.87221841528077,427.80410174654446,428.40051283622483,427.09667478998665,-0.34863088342047677,1885,-1.093226278283777,0.5443167591348993
RUS,2009,66.70833173085691,466.4706111366284,456.217826300854,477.0006182665873,37.111541596628015,1815,-0.835,0.4221
RUS,2012,75.23287187470777,481.5749319805209,476.5371757878887,487.5392133657309,79.66085254372258,1818,-0.64,0.5199260052368609
RUS,2015,52.235060041457814,495.24464661405284,497.8349303360623,488.0177492449359,0.05462565035464438,1887,-0.5339782603909465,0.6670773829978027
RUS,2018,62.15194220114108,486.9202090729331,477.69589746474503,477.5332809334424,0.15037760509527312,1849,-0.3527535605033764,0.673
SAU,2018,69.98293615240442,377.13337606333835,402.47196988975196,390.0476677181201,-0.60306911156564,1822,-1.451206054645782,0.3717183133496712
SAU,2022,47.78210594376145,393.90029521249056,384.29578044625634,394.0452583445648,-0.1425351701316145,1938,-0.7390338174652883,0.5501495427551698
SGP,2009,98.22158570906913,561.0485170741816,525.6991846965611,540.7377029648585,34.7729599014637,1815,-0.9491,0.1714
SGP,2012,99.25968291567835,573.4642861877836,540.8944456793138,551.7313705262545,28.57447749292184,1820,-0.85,0.58
SGP,2015,93.08283767023454,563.9166461689848,535.5514038091163,555.666836545039,0.10166729860613445,1844,-0.5327665622179196,0.8577157228386814
SGP,2018,75.15431485084366,573.2654599858836,554.8332000457425,555.5741106186388,0.3482896438140756,1880,-0.2527719222987613,1.0406621249166188
SGP,2022,96.94205908024492,581.4959687105312,548.705348770237,567.9798716273081,0.46961741608979374,1888,0.0037587125811538733,1.055822365916144
SLV,2022,56.06255091270231,350.2311657520647,376.9765960077185,382.62299805076094,-1.2697221640424772,1844,-2.1463525583737972,-0.3867879524937996
SRB,2009,79.33410369785804,443.35147090553073,443.6727539923888,443.76599236414773,57.90660111895949,1840,-0.579738740316467,0.7729438261024473
SRB,2012,91.32906689451585,454.26018401493394,448.2457985804613,447.8872690207323,88.76409679300372,1784,-0.97,0.51
SRB,2018,68.72826848277793,443.9327506507959,435.29795341425114,435.64166088688626,-0.2250697669778035,1876,-0.8646291749019505,0.42223571681136657
SRB,2022,74.13949072562059,441.4006463028804,440.49998704301083,448.5811755958143,-0.18347905472799245,1853,-0.8115009847990677,0.48184895869470573
SVK,2009,99.55893712220342,501.4901939843236,484.5333082249144,496.9800796924135,43.21380036372469,1818,-0.6364,0.4785850649412818
SVK,2012,120.21486085211569,489.16413803877555,473.46242107975553,478.5105640007428,122.99832533725498,1779,-0.76,0.6
SVK,2015,93.65722676971495,483.10269028319914,463.1753559910053,468.940628081057,-0.02475559636419136,1884,-0.7014822809783792,0.7116887310002515
SVK,2018,122.27143394819689,487.0318858226973,460.479004295513,464.45472483220465,-0.18121845478054546,1812,-0.8083681121499329,0.5610418435009926
SVK,2022,126.1540799663614,465.0875985263927,447.6717709441399,462.84945488988916,-0.23366006627021196,1808,-0.9645932483699687,0.5546038127085534
SVN,2009,94.09564888653642,512.4432764649696,491.5639346391909,520.9985052181606,89.50755235743038,1828,-0.5387,0.876987761399199
SVN,2012,82.86073790641058,499.4986396101015,480.06841396009725,510.3407379068502,165.6894165636252,1838,-0.59,0.82
SVN,2015,73.66401133050016,516.1683509973118,510.1365401297151,518.6238383563746,0.07775522604089789,1858,-0.6202915073351395,0.7371073159722589
SVN,2018,100.39585148668817,514.7480062030837,501.636259739469,511.918381747962,0.11538904472505451,1856,-0.5193235061288645,0.81422610542772
SVN,2022,99.22389668950348,489.59811629051364,474.72326047219553,505.6617020846868,0.2693848937637571,1854,-0.3746339827368417,0.9794093253631726
SWE,2009,95.97871995008222,501.555774836257,506.07196696211,502.51877077845023,92.24554146827937,1824,-0.1387,1.0337783603940407
SWE,2012,67.87911760827262,483.8117520035734,490.83210268559486,490.2242971688683,280.11496274704564,1926,-0.25,1.02
SWE,2015,89.41683204710648,494.89283359484466,501.97389392779587,495.8996575250736,0.3281648000364556,2000,-0.23051914616192012,0.9747250480874602
SWE,2018,80.55097183517461,503.72101318075045,505.8205965762147,498.5220033766798,0.36278301809241653,2000,-0.20339432826810377,1.0083184180707636
SWE,2022,101.76042465780358,483.99500235785155,492.11528925462545,498.59988780703935,0.34481743616544475,1825,-0.22761966944908593,1.001127945399153
TAP,2009,88.41255062732563,528.7566942435919,484.4668592667302,507.97953729190317,48.3098113646415,1865,-0.9634,0.18155505179937997
TAP,2012,120.7599193586783,542.8597412533246,511.21413179770275,511.3672025701587,43.104074064221685,1896,-1.05,0.12
TAP,2015,86.8644542278368,526.638385891217,483.7806342250824,515.6720167562291,-0.2773163903487832,1868,-0.8595357913816114,0.3352413858947616
TAP,2018,87.17485652608599,522.3974919537585,493.1538558334779,505.93762507320827,-0.3355137126965611,1886,-0.9937583896461958,0.3703109653818664
TAP,2022,121.3286699423731,528.7057187120915,500.1681480241065,518.7354984577323,-0.25845689882764156,1928,-0.9263410892469509,0.44155400530793026
THA,2009,71.50692545926125,415.8828967772126,420.53276648044783,420.2095558573403,43.469210790847995,1862,-2.1902934936487126,-0.2905683172992958
THA,2012,50.269626564055045,414.44483129470325,428.3567021719897,432.1345150260275,47.11721121288899,1894,-2.21,-0.49
THA,2015,67.3399292322593,405.50748499340494,401.4368911384561,410.39441553176374,-1.1143920838003187,1878,-1.9649628121087406,-0.37459834987847485
THA,2018,77.86041845255272,408.81940023366934,386.92643617532406,416.69359882085877,-1.221056988093645,1917,-2.036373296268172,-0.42545702670429797
THA,2022,53.49816681625407,387.46027713003025,373.44377077400543,402.375246358171,-1.1004482085304894,1941,-1.9505506120777691,-0.17751444639308545
TTO,2009,82.5597351606823,409.9027852592543,411.7972115690957,406.4173626239998,256.3331894976339,1836,-1.0810838220515677,0.15825107758986987
TTO,2015,79.60910886985187,420.9615982396161,432.0289217268963,428.7759536781616,-0.22717661971147501,1788,-0.8598460406356857,0.43462168587326044
TUN,2009,68.09325247978092,369.60098863676365,401.74768399165254,400.5963516684112,21.970130044297022,1798,-2.1829447856051503,-0.25780137421505317
TUN,2012,64.14863935302799,384.95219078931666,400.8667870585664,397.4060139119507,149.91243006331595,1775,-2.1,-0.18
TUN,2015,75.40233252724272,369.43534660560556,361.6649404834797,388.6183182556374,-0.7920655999981383,1818,-1.5518248608491279,0.10748806711484406
TUR,2009,116.02846500524623,450.61931066748554,469.48544355850123,458.13061008150896,62.818632605253576,1890,-2.0992,-0.2373
TUR,2012,84.42629840873894,447.52798156528974,475.2261550323273,462.94838129431787,111.19386618763983,1807,-2.25,-0.5571404333665044
TUR,2015,59.011696730457345,419.96686798686306,426.5637478424616,423.935874340263,-1.321757174656951,1850,-2.2251990716706267,-0.4911643391936345
TUR,2018,85.75549197111468,448.3845405272912,459.7596427373033,461.6192423688251,-1.0307015575439302,1847,-1.9244451535019147,-0.16929248487868892
TUR,2022,81.4899214769004,446.8999277845979,449.12139976730015,468.5350493848834,-1.0731633422080307,1874,-1.9499709222360262,-0.2673873501664092
UKR,2018,89.65741427638585,454.46830018278916,467.84224128916406,469.6139214125881,-0.16943127921166679,1838,-0.7570430650707425,0.4658885650375543
URY,2009,107.31514469198828,438.7160507352569,437.032314629402,438.6615542288424,136.93593251140493,1846,-1.4837637489226805,0.4818163109425682
URY,2012,108.42426094595675,424.41441737566413,427.42890813655544,430.45862527954154,84.91473871258573,1865,-1.54,0.24
URY,2015,91.24904533795791,430.9408492976485,451.1090619333871,448.22931111359605,-0.5837245482175406,1875,-1.3992188713999905,0.2552962510731896
URY,2018,86.03253777296959,423.8155779143488,433.6539157925235,432.2297098657495,-0.8495362283217945,1811,-1.6951400629402975,-0.0388683211257546
URY,2022,91.95835205539947,420.687680378247,442.61275136289987,448.04981450720334,-0.6233487004610911,1876,-1.4136005750617617,0.2348170450122311
USA,2009,99.49630281958059,498.7290718601141,513.9242220448616,515.4581872351015,85.53972342695748,1782,-0.3218,1.0520589548636945
USA,2012,77.47231479998402,483.1034420611832,501.90813866687614,499.32298948791464,109.7805051258109,1811,-0.49,0.98
USA,2015,76.75954079313465,473.90073785378075,502.09543831494494,500.0297588738324,0.22300583045558672,1820,-0.449855611387669,1.0144781484644556
USA,2018,97.41290247046402,477.81498106500885,505.07928242418245,502.31091310912876,0.1578129387079232,1805,-0.5524671732658917,0.9130929347085615
USA,2022,95.11517393804337,463.4244071103353,503.1938383791861,497.15974094308393,0.05998854925489816,1752,-0.6238159267609381,0.8268754657031546
UZB,2022,29.179503026034524,366.17634669825935,337.77739207159715,356.25447116045325,-0.668540262197402,1873,-1.4306285528306044,0.12946149312475025
VNM,2012,63.13528665301163,508.72844475052386,506.93734946095105,525.9965585386506,-1.6861192832227285,1805,-2.47,-1.05
VNM,2015,62.29837519050443,489.6818769882229,482.15454944876063,519.2887957033557,-1.8522701385369587,1830,-2.5767464852724333,-1.2594058012058982
VNM,2022,83.30649484265683,475.15543232561794,466.2096908558838,474.729223355707,-1.0846397297817019,1879,-1.9102578847807152,-0.10001493012738659
